Nghĩa vụ pháp luật,,,,,,,,,,
Tên văn bản,Số văn bản,Số điều khoản,Ngày hiệu lực,Nghĩa vụ pháp luật,Hành động Techcombank cần thực hiện,Có bắt buộc hay không,Chủ thể tương tác,Chủ thể hoạt động,Nhóm nghĩa vụ,Lý do nhóm nghĩa vụ
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,70,01/01/2021,"Điều 70. Thẩm quyền cấp, cấp lại, điều chỉnh, thu hồi Giấy phép thành lập và hoạt động kinh doanh chứng khoán
Điều 70. Thẩm quyền cấp, cấp lại, điều chỉnh, thu hồi Giấy phép thành lập và hoạt động kinh doanh chứng khoánỦy ban Chứng khoán Nhà nước có thẩm quyền cấp, cấp lại, điều chỉnh, thu hồi Giấy phép thành lập và hoạt động kinh doanh chứng khoán cho công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán, chi nhánh công ty chứng khoán và công ty quản lý quỹ nước ngoài tại Việt Nam.",,,,,,
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,71.1,01/01/2021,"Điều 71.1. Đăng ký doanh nghiệp, đăng ký kinh doanh
1. Sau khi được cấp Giấy phép thành lập và hoạt động kinh doanh chứng khoán, công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán phải đăng ký doanh nghiệp theo quy định của Luật Doanh nghiệp, chi nhánh công ty chứng khoán và công ty quản lý quỹ nước ngoài tại Việt Nam phải đăng ký kinh doanh tại Cơ quan đăng ký kinh doanh.",,,,,,
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,71.2,01/01/2021,"Điều 71.2. Đăng ký doanh nghiệp, đăng ký kinh doanh
2. Công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán được tổ chức dưới hình thức công ty trách nhiệm hữu hạn hoặc công ty cổ phần theo quy định của Luật Doanh nghiệp.",,,,,,
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,71.3,01/01/2021,"Điều 71.3. Đăng ký doanh nghiệp, đăng ký kinh doanh
3. Chính phủ quy định chi tiết Điều này.",,,,,,
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,72.1,01/01/2021,"Điều 72.1. Nghiệp vụ kinh doanh của công ty chứng khoán
1. Công ty chứng khoán được cấp phép thực hiện một, một số hoặc toàn bộ nghiệp vụ kinh doanh sau đây:a) Môi giới chứng khoán;b) Tự doanh chứng khoán;c) Bảo lãnh phát hành chứng khoán;d) Tư vấn đầu tư chứng khoán.","TCB được cấp phép thực hiện một, một số hoặc toàn bộ nghiệp vụ kinh doanh sau đây:
• Môi giới chứng khoán;
• Tự doanh chứng khoán;
• Bảo lãnh phát hành chứng khoán;
• Tư vấn đầu tư chứng khoán.",,,Cá nhân/Bộ phận,CẤP PHÉP & GIA NHẬP THỊ TRƯỜNG,Chủ đề: cấp phép thực hiện nghiệp vụ kinh doanh | Trigger: sự kiện cấp phép | → Bước 1 vì khoản này liên quan đến việc cấp phép thực hiện các nghiệp vụ kinh doanh của công ty chứng khoán
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,72.2,01/01/2021,"Điều 72.2. Nghiệp vụ kinh doanh của công ty chứng khoán
2. Công ty chứng khoán chỉ được cấp phép thực hiện nghiệp vụ tự doanh chứng khoán khi được cấp phép thực hiện nghiệp vụ môi giới chứng khoán.",,,,,,
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,72.3,01/01/2021,"Điều 72.3. Nghiệp vụ kinh doanh của công ty chứng khoán
3. Công ty chứng khoán chỉ được cấp phép thực hiện nghiệp vụ bảo lãnh phát hành chứng khoán khi được cấp phép thực hiện nghiệp vụ tự doanh chứng khoán.",,,,,,
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,73.1,01/01/2021,"Điều 73.1. Nghiệp vụ kinh doanh của công ty quản lý quỹ đầu tư chứng khoán
1. Công ty quản lý quỹ đầu tư chứng khoán được thực hiện các nghiệp vụ kinh doanh sau đây:a) Quản lý quỹ đầu tư chứng khoán;b) Quản lý danh mục đầu tư chứng khoán;c) Tư vấn đầu tư chứng khoán.","TCB được thực hiện các nghiệp vụ kinh doanh sau đây:
• Quản lý quỹ đầu tư chứng khoán;
• Quản lý danh mục đầu tư chứng khoán;
• Tư vấn đầu tư chứng khoán.",,,Cá nhân/Bộ phận,,"Chủ đề: các nghiệp vụ kinh doanh của công ty quản lý quỹ đầu tư chứng khoán | Trigger: vận hành thường xuyên | → Bước 8 vì đây là hoạt động kinh doanh thông thường, không thuộc các nhóm nghĩa vụ đã định"
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,73.2,01/01/2021,"Điều 73.2. Nghiệp vụ kinh doanh của công ty quản lý quỹ đầu tư chứng khoán
2. Các nghiệp vụ kinh doanh quy định tại khoản 1 Điều này được cấp chung trong Giấy phép thành lập và hoạt động kinh doanh chứng khoán của công ty quản lý quỹ đầu tư chứng khoán.",,,,,,
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,74.1,01/01/2021,"Điều 74.1. Điều kiện cấp Giấy phép thành lập và hoạt động kinh doanh chứng khoán của công ty chứng khoán
1. Điều kiện về vốn bao gồm: việc góp vốn điều lệ vào công ty chứng khoán phải bằng Đồng Việt Nam; vốn điều lệ tối thiểu cho từng nghiệp vụ kinh doanh của công ty chứng khoán tại Việt Nam theo quy định của Chính phủ.",,,,,,
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,74.2,01/01/2021,"Điều 74.2. Điều kiện cấp Giấy phép thành lập và hoạt động kinh doanh chứng khoán của công ty chứng khoán
2. Điều kiện về cổ đông, thành viên góp vốn bao gồm:a) Cổ đông, thành viên góp vốn là cá nhân không thuộc các trường hợp không được quyền thành lập và quản lý doanh nghiệp tại Việt Nam theo quy định của Luật Doanh nghiệp;b) Cổ đông, thành viên góp vốn là tổ chức phải có tư cách pháp nhân và đang hoạt động hợp pháp; hoạt động kinh doanh có lãi trong 02 năm liền trước năm đề nghị cấp giấy phép; báo cáo tài chính năm gần nhất phải được kiểm toán với ý kiến chấp nhận toàn phần;c) Cổ đông, thành viên góp vốn sở hữu từ 10% trở lên vốn điều lệ của 01 công ty chứng khoán và người có liên quan của cổ đông, thành viên góp vốn đó (nếu có) không sở hữu trên 5% vốn điều lệ của 01 công ty chứng khoán khác;d) Cổ đông, thành viên góp vốn là nhà đầu tư nước ngoài phải đáp ứng điều kiện quy định tại Điều 77 của Luật này.",,,,,,
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,74.3,01/01/2021,"Điều 74.3. Điều kiện cấp Giấy phép thành lập và hoạt động kinh doanh chứng khoán của công ty chứng khoán
3. Điều kiện về cơ cấu cổ đông, thành viên góp vốn bao gồm:a) Có tối thiểu 02 cổ đông sáng lập, thành viên góp vốn là tổ chức. Trường hợp công ty chứng khoán được tổ chức dưới hình thức công ty trách nhiệm hữu hạn một thành viên, chủ sở hữu phải là doanh nghiệp bảo hiểm hoặc ngân hàng thương mại hoặc tổ chức nước ngoài đáp ứng quy định tại khoản 2 Điều 77 của Luật này;b) Tổng tỷ lệ vốn góp của các tổ chức tối thiểu là 65% vốn điều lệ, trong đó các tổ chức là doanh nghiệp bảo hiểm, ngân hàng thương mại sở hữu tối thiểu là 30% vốn điều lệ.",,,,,,
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,74.4,01/01/2021,"Điều 74.4. Điều kiện cấp Giấy phép thành lập và hoạt động kinh doanh chứng khoán của công ty chứng khoán
4. Điều kiện về cơ sở vật chất bao gồm:a) Có trụ sở làm việc bảo đảm cho hoạt động kinh doanh chứng khoán;b) Có đủ cơ sở vật chất, kỹ thuật, trang bị, thiết bị văn phòng, hệ thống công nghệ phù hợp với quy trình nghiệp vụ về hoạt động kinh doanh chứng khoán.",,,,,,
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,74.5,01/01/2021,"Điều 74.5. Điều kiện cấp Giấy phép thành lập và hoạt động kinh doanh chứng khoán của công ty chứng khoán
5. Điều kiện về nhân sự bao gồm:Có Tổng giám đốc (Giám đốc), tối thiểu 03 nhân viên có chứng chỉ hành nghề chứng khoán phù hợp cho mỗi nghiệp vụ kinh doanh chứng khoán đề nghị cấp phép và tối thiểu 01 nhân viên kiểm soát tuân thủ. Tổng giám đốc (Giám đốc) phải đáp ứng các tiêu chuẩn sau đây:a) Không thuộc trường hợp đang bị truy cứu trách nhiệm hình sự hoặc chấp hành án phạt tù hoặc bị cấm hành nghề chứng khoán theo quy định của pháp luật;b) Có tối thiểu 02 năm kinh nghiệm làm việc tại bộ phận nghiệp vụ của các tổ chức trong lĩnh vực tài chính, chứng khoán, ngân hàng, bảo hiểm hoặc tại bộ phận tài chính, kế toán, đầu tư trong các doanh nghiệp khác;c) Có chứng chỉ hành nghề phân tích tài chính hoặc chứng chỉ hành nghề quản lý quỹ;d) Không bị xử phạt vi phạm hành chính trong lĩnh vực chứng khoán và thị trường chứng khoán trong thời hạn 06 tháng gần nhất tính đến thời điểm nộp hồ sơ.Trường hợp có Phó Tổng giám đốc (Phó Giám đốc) phụ trách nghiệp vụ thì phải đáp ứng các tiêu chuẩn quy định tại các điểm a, b và d khoản này và có chứng chỉ hành nghề chứng khoán phù hợp với nghiệp vụ phụ trách.",,,,,,
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,74.6,01/01/2021,"Điều 74.6. Điều kiện cấp Giấy phép thành lập và hoạt động kinh doanh chứng khoán của công ty chứng khoán
6. Dự thảo Điều lệ phù hợp với quy định tại khoản 1 Điều 80 của Luật này.",,,,,,
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,75.1,01/01/2021,"Điều 75.1. Điều kiện cấp Giấy phép thành lập và hoạt động kinh doanh chứng khoán của công ty quản lý quỹ đầu tư chứng khoán
1. Điều kiện về vốn bao gồm: việc góp vốn điều lệ vào công ty quản lý quỹ đầu tư chứng khoán phải bằng Đồng Việt Nam; vốn điều lệ tối thiểu để được cấp Giấy phép thành lập và hoạt động kinh doanh chứng khoán của công ty quản lý quỹ đầu tư chứng khoán tại Việt Nam theo quy định của Chính phủ.","TCB phải đáp ứng điều kiện về vốn bao gồm:
• Việc góp vốn điều lệ vào công ty quản lý quỹ đầu tư chứng khoán phải bằng Đồng Việt Nam;
• Vốn điều lệ tối thiểu để được cấp Giấy phép thành lập và hoạt động kinh doanh chứng khoán của công ty quản lý quỹ đầu tư chứng khoán tại Việt Nam theo quy định của Chính phủ.",x,Quản trị nội bộ,Hội đồng quản trị,CẤP PHÉP & GIA NHẬP THỊ TRƯỜNG,Chủ đề: điều kiện về vốn | Trigger: cấp phép thành lập và hoạt động | → Bước 1 vì liên quan đến vốn pháp định để được cấp phép
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,75.2,01/01/2021,"Điều 75.2. Điều kiện cấp Giấy phép thành lập và hoạt động kinh doanh chứng khoán của công ty quản lý quỹ đầu tư chứng khoán
2. Điều kiện về cổ đông, thành viên góp vốn bao gồm:a) Cổ đông, thành viên góp vốn đáp ứng điều kiện quy định tại điểm a và điểm b khoản 2 Điều 74 của Luật này;b) Cổ đông, thành viên góp vốn là nhà đầu tư nước ngoài đáp ứng điều kiện quy định tại Điều 77 của Luật này;c) Cổ đông, thành viên góp vốn sở hữu từ 10% trở lên vốn điều lệ của 01 công ty quản lý quỹ đầu tư chứng khoán và người có liên quan của cổ đông, thành viên góp vốn đó (nếu có) không sở hữu trên 5% vốn điều lệ của 01 công ty quản lý quỹ đầu tư chứng khoán khác.","TCB phải đáp ứng điều kiện về cổ đông, thành viên góp vốn bao gồm:
• Cổ đông, thành viên góp vốn đáp ứng điều kiện quy định tại điểm a và điểm b khoản 2 Điều 74 của Luật này;
• Cổ đông, thành viên góp vốn là nhà đầu tư nước ngoài đáp ứng điều kiện quy định tại Điều 77 của Luật này;
• Cổ đông, thành viên góp vốn sở hữu từ 10% trở lên vốn điều lệ của 01 công ty quản lý quỹ đầu tư chứng khoán và người có liên quan của cổ đông, thành viên góp vốn đó (nếu có) không sở hữu trên 5% vốn điều lệ của 01 công ty quản lý quỹ đầu tư chứng khoán khác.",x,Quản trị nội bộ,Hội đồng quản trị,SỞ HỮU CỔ PHẦN & NGƯỜI CÓ LIÊN QUAN,"Chủ đề: điều kiện về cổ đông, thành viên góp vốn | Trigger: cấp phép thành lập và hoạt động | → Bước 3 vì liên quan đến giới hạn tỷ lệ sở hữu cổ phần và xác định 'người có liên quan'"
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,75.3,01/01/2021,"Điều 75.3. Điều kiện cấp Giấy phép thành lập và hoạt động kinh doanh chứng khoán của công ty quản lý quỹ đầu tư chứng khoán
3. Điều kiện về cơ cấu cổ đông, thành viên góp vốn bao gồm:a) Có tối thiểu 02 cổ đông sáng lập, thành viên góp vốn là tổ chức. Trường hợp công ty quản lý quỹ đầu tư chứng khoán được tổ chức dưới hình thức công ty trách nhiệm hữu hạn một thành viên, chủ sở hữu phải là ngân hàng thương mại hoặc doanh nghiệp bảo hiểm hoặc công ty chứng khoán hoặc tổ chức nước ngoài đáp ứng quy định tại khoản 2 Điều 77 của Luật này;b) Tổng tỷ lệ vốn góp của các tổ chức tối thiểu là 65% vốn điều lệ, trong đó các tổ chức là ngân hàng thương mại, doanh nghiệp bảo hiểm, công ty chứng khoán sở hữu tối thiểu là 30% vốn điều lệ.","TCB phải đáp ứng điều kiện về cơ cấu cổ đông, thành viên góp vốn bao gồm:
• Có tối thiểu 02 cổ đông sáng lập, thành viên góp vốn là tổ chức. Trường hợp công ty quản lý quỹ đầu tư chứng khoán được tổ chức dưới hình thức công ty trách nhiệm hữu hạn một thành viên, chủ sở hữu phải là ngân hàng thương mại hoặc doanh nghiệp bảo hiểm hoặc công ty chứng khoán hoặc tổ chức nước ngoài đáp ứng quy định tại khoản 2 Điều 77 của Luật này;
• Tổng tỷ lệ vốn góp của các tổ chức tối thiểu là 65% vốn điều lệ, trong đó các tổ chức là ngân hàng thương mại, doanh nghiệp bảo hiểm, công ty chứng khoán sở hữu tối thiểu là 30% vốn điều lệ.",x,Quản trị nội bộ,Hội đồng quản trị,SỞ HỮU CỔ PHẦN & NGƯỜI CÓ LIÊN QUAN,"Chủ đề: điều kiện về cơ cấu cổ đông, thành viên góp vốn | Trigger: cấp phép thành lập và hoạt động | → Bước 3 vì liên quan đến giới hạn tỷ lệ sở hữu cổ phần và xác định 'người có liên quan'"
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,75.4,01/01/2021,"Điều 75.4. Điều kiện cấp Giấy phép thành lập và hoạt động kinh doanh chứng khoán của công ty quản lý quỹ đầu tư chứng khoán
4. Điều kiện về cơ sở vật chất bao gồm:a) Có trụ sở làm việc bảo đảm cho hoạt động kinh doanh chứng khoán;b) Có đủ cơ sở vật chất, kỹ thuật, trang bị, thiết bị văn phòng, hệ thống công nghệ phù hợp với quy trình nghiệp vụ về hoạt động kinh doanh chứng khoán.","TCB phải đáp ứng điều kiện về cơ sở vật chất bao gồm:
• Có trụ sở làm việc bảo đảm cho hoạt động kinh doanh chứng khoán;
• Có đủ cơ sở vật chất, kỹ thuật, trang bị, thiết bị văn phòng, hệ thống công nghệ phù hợp với quy trình nghiệp vụ về hoạt động kinh doanh chứng khoán.",x,Quản trị nội bộ,Tổng giám đốc,CẤP PHÉP & GIA NHẬP THỊ TRƯỜNG,Chủ đề: điều kiện về cơ sở vật chất | Trigger: cấp phép thành lập và hoạt động | → Bước 1 vì liên quan đến điều kiện thành lập và duy trì hoạt động
